TaxID,Species_Name
501541,Pterygodium platypetalum
501542,Pterygodium schelpei
501543,Pterygodium volucris
506025,Epidendrum puniceoluteum
506635,Catasetum fimbriatum
506636,Catasetum saccatum
506637,Coelogyne swaniana
506638,Paphinia cristata
506639,Trichocentrum pulchrum
507612,Caladenia tentaculata
509534,Epidendrum fulgens
511561,Eriochilus scaber
511562,Glossodia minor
511758,Pogoniopsis nidus avis
511772,Cleistes aphylla
511773,Cleistes bella
511774,Cleistes caloptera
511775,Cleistes castaneoides
511776,Cleistes exilis
511778,Cleistes itatiaiae
511779,Cleistes libonii
511780,Cleistes metallina
511781,Cleistes moritzii
511782,Cleistes paranaensis
511783,Cleistes pusilla
511784,Cleistes ramboi
511785,Cleistes tenuis
511786,Cleistes uliginosa
511787,Epistephium sclerophyllum
511788,Vanilla barbellata
511789,Vanilla bahiana
511790,Vanilla edwallii
512815,Lankesterella orthantha
516985,Bulbophyllum odoratissimum
516986,Dendrobium harveyanum
517230,Dendrobium adae
517231,Dendrobium aemulum
517232,Dendrobium bifalce
517234,Dendrobium canaliculatum
517235,Dendrobium carrii
517236,Dendrobium falcorostrum
517237,Dendrobium finniganense
517238,Dendrobium fleckeri
517239,Dendrobium gracilicaule
517240,Dendrobium jonesii
517246,Dendrobium monophyllum
517247,Dendrobium moorei
517248,Dendrobium racemosum
517249,Dendrobium schoeninum
517259,Dendrobium tetragonum
518736,Galeola falconeri
518737,Habenaria petelotii
519311,Ophrys kotschyi
524225,Bulbophyllum scaberulum
524226,Ceratostylis incognita
524228,Elleanthus ampliflorus
524229,Elleanthus aurantiacus
524230,Elleanthus caricoides
524231,Elleanthus conifer
524233,Elleanthus lancifolius
524234,Elleanthus oliganthus
524235,Elleanthus poiformis
524236,Encyclia guatemalensis
524238,Govenia sodiroi
524239,Palmorchis powellii
524243,Scaphosepalum rapax
524245,Sobralia crocea
524246,Sobralia warszewiczii
524248,Trichocentrum tigrinum
524249,Tropidia polystachya
524431,Bulbophyllum blepharistes
524432,Dendrobium anosmum
524433,Dendrobium friedericksianum
524434,Dendrobium senile
524435,Dendrobium tortile
527688,Chiloglottis jeanesii
527690,Chiloglottis turfosa
528258,Pterostylis aphylla
528259,Pterostylis atriola
528260,Pterostylis commutata
528261,Pterostylis grandiflora
528262,Pterostylis melagramma
528263,Pterostylis pratensis
528264,Pterostylis scabrida
528265,Pterostylis stenochila
528266,Pterostylis tasmanica
528267,Pterostylis tunstallii
528269,Eulophia andamanensis
533268,Anoectochilus koshunensis
536147,Holcoglossum amesianum
536148,Holcoglossum flavescens
536149,Holcoglossum lingulatum
536150,Holcoglossum nujiangense
536151,Holcoglossum omeiense
536152,Holcoglossum rupestre
536153,Holcoglossum sinicum
536162,Holcoglossum wangii
536163,Holcoglossum weixiense
536164,Papilionanthe biswasiana
536165,Vanda brunnea
536166,Vanda subconcolor
542682,Diuris behrii
542683,Diuris brevifolia
542684,Diuris byronensis
542685,Diuris carinata
542686,Diuris concinna
542687,Diuris palustris
542688,Diuris picta
542689,Diuris setacea
542690,Diuris venosa
544607,Epidendrum anceps
544608,Epidendrum cardiophorum
544609,Epidendrum difforme
544610,Epidendrum ilense
544611,Epidendrum leucochilum
544612,Epidendrum marsupiale
544613,Epidendrum neoporpax
544614,Epidendrum paniculatum
544615,Epidendrum peperomia
544616,Epidendrum polyanthum
544617,Epidendrum purpurascens
544618,Epidendrum ramosum
544619,Epidendrum repens
544621,Epidendrum spicatum
544622,Epidendrum wrightii
546012,Ceratandra grandiflora
546015,Disperis fanniniae
546016,Disperis tripetaloides
546017,Pterygodium cleistogamum
556037,Epipogium roseum
564068,Dendrobium palpebrae
564606,Limodorum trabutianum
565535,Dendrobium tricristatum
569774,Anoectochilus roxburghii
577038,Eulophia ruwenzoriensis
577039,Catasetum luridum
577040,Cyrtopodium aliciae
577041,Eulophia alta
577042,Galeandra batemanii
577043,Galeandra baueri
577044,Galeandra beyrichii
577045,Galeandra blanchetii
577047,Galeandra greenwoodiana
577048,Galeandra junceaoides
577049,Galeandra magnicolumna
577050,Galeandra minax
577052,Galeandra paraguayensis
577053,Galeandra santarena
577054,Galeandra stangeana
577055,Galeandra styllomisantha
577056,Grobya amherstiae
582709,Pterygodium newdigatae
585857,Gomesa albinoi
585858,Gomesa brieniana
585859,Gomesa colorata
585860,Gomesa cornigera
585861,Gomesa cruciata
585862,Gomesa damacenoi
585863,Gomesa echinata
585864,Gomesa gutfreundiana
585865,Gomesa kautskyi
585866,Gomesa leinigii
585867,Gomesa lietzei
585868,Gomesa nitida
585869,Gomesa pabstii
585870,Gomesa pubes
585871,Tolumnia pulchella
585872,Gomesa riograndensis
585873,Gomesa sarcodes
585874,Gomesa silvana
585876,Gomesa uhlii
585877,Gomesa velteniana
585878,Gomesa venusta
585879,Gomesa widgrenii
585880,Gomesa laxiflora
585881,Gomesa barbata
585882,Gomesa concolor
585883,Gomesa croesus
585885,Gomesa hydrophila
585886,Gomesa ouricanensis
587440,Vanilla mexicana
587441,Galeola nudifolia
587442,Lecanorchis nigricans
587964,Brassia euodes
587965,Comparettia barkeri
587966,Comparettia heterophylla
587967,Comparettia langkastii
587968,Comparettia schaeferi
587970,Cuitlauzina egertonii
587972,Erycina glossomystax
587973,Gomesa eleutherosepala
587976,Gomesa radicans
587979,Grandiphyllum divaricatum
587981,Pterostemma benzingii
587982,Leochilus inconspicuus
587984,Leochilus leochilinus
587985,Lockhartia bennettii
587986,Lockhartia micrantha
587988,Macradenia rubescens
587990,Miltonia phymatochila
587991,Miltoniopsis roezlii
587993,Notylia ecuadorensis
587995,Notyliopsis beatricis
587997,Oncidium andradeanum
587998,Oncidium echinops
588001,Oncidium lehmannianum
588003,Oncidium peruvianoides
588005,Ornithocephalus bicornis
588006,Ornithocephalus dressleri
588007,Ornithocephalus suarezii
588008,Fernandezia crystallina
588010,Plectrophora cultrifolia
588012,Polyotidium huebneri
588013,Psychopsiella limminghei
588014,Psychopsis sanderae
588016,Pterostemma antioquiense
588017,Rodriguezia batemanii
588019,Rossioglossum oerstedii
588021,Saundersia paniculata
588023,Schunkea vierlingii
588025,Solenidium portillae
588027,Sutrina garayi
588028,Telipogon obovatus
588029,Tolumnia compressicaulis
588030,Tolumnia gundlachii
588031,Trichocentrum lindenii
588033,Trichopilia fragrans
588037,Warmingia zamorana
588038,Zygostates apiculata
589419,Anathallis sclerophylla
589420,Bulbophyllum involutum
589423,Habenaria setacea
589425,Gomesa warmingii
589426,Scuticaria irwiniana
589427,Cattleya fournieri
589559,Trichocentrum morenoi
590221,Brassia ocanensis
590222,Brassia pozoi
590223,Aspasia principissa
590224,Aspasia silvana
590225,Brassia aurorae
590226,Brassia jipijapensis
590227,Brassia signata
590228,Brassia villosa
590229,Caucaea andigena
590230,Chytroglossa aurata
590231,Cischweinfia colombiana
590232,Cischweinfia platychila
590233,Cischweinfia popowiana
590234,Cischweinfia pusilla
590235,Cuitlauzina pulchella
590236,Cyrtochiloides riopalenqueana
590237,Cyrtochilum cordatum
590238,Cyrtochilum cumandae
590239,Cyrtochilum fidicularium
590240,Cyrtochilum flexuosum
590241,Cyrtochilum funis
590242,Cyrtochilum hoeijeri
590243,Cyrtochilum insculptum
590244,Cyrtochilum macasense
590245,Cyrtochilum murinum
590246,Cyrtochilum ornatum
590248,Cyrtochilum trifurcatum
590249,Cyrtochilum trilingue
590251,Cyrtochilum viminale
590252,Erycina zamorensis
590253,Fernandezia sanguinea
590254,Gomesa crispa
590255,Gomesa glaziovii
590256,Gomesa recurva
590257,Gomesa sessilis
590258,Leochilus labiatus
590259,Leochilus oncidioides
590260,Leochilus tricuspidatus
590261,Lockhartia acuta
590262,Lockhartia obtusata
590263,Lockhartia parthenocomos
590264,Lockhartia parthenoglossa
590265,Lockhartia serra
590266,Macradenia brassavolae
590267,Macradenia tridentata
590268,Macroclinium aurorae
590269,Macroclinium chasei
590270,Macroclinium dalstroemii
590271,Macroclinium robustum
590272,Brassia garayana
590273,Notylia albida
590274,Notylia buchtienii
590275,Notylia pittieri
590276,Oliveriana ecuadorensis
590277,Oncidium abruptum
590278,Oncidium anthocrene
590279,Oncidium ariasii
590280,Oncidium aurarium
590281,Oncidium cultratum
590282,Oncidium dactyliferum
590283,Oncidium estradae
590284,Oncidium heterodactylum
590285,Oncidium imitans
590286,Oncidium iricolor
590288,Oncidium lancifolium
590289,Oncidium leleui
590290,Oncidium odoratum
590291,Oncidium panamense
590292,Oncidium tipuloides
590293,Oncidium trinasutum
590294,Oncidium unguiculatum
590295,Oncidium zelenkoanum
590296,Ornithocephalus cochleariformis
590298,Ornithocephalus ecuadorensis
590299,Ornithocephalus polyodon
590300,Otoglossum scansor
590301,Fernandezia breviconnata
590302,Fernandezia theodorii
590303,Plectrophora alata
590304,Plectrophora triquetra
590305,Rhynchostele candidula
590306,Rhynchostele cervantesii
590307,Rhynchostele ehrenbergii
590308,Rhynchostele galeottiana
590309,Rhynchostele maculata
590310,Rhynchostele madrensis
590311,Rhynchostele majalis
590312,Rhynchostele pygmaea
590313,Rhynchostele rossii
590314,Rhynchostele stellata
590315,Rhynchostele uroskinneri
590316,Rodriguezia arevaloi
590317,Rodriguezia chasei
590318,Rodriguezia leeana
590319,Rodriguezia lehmannii
590320,Rodriguezia pulchra
590321,Rodriguezia venusta
590322,Rossioglossum insleayi
590323,Solenidium lunatum
590324,Systeloglossum bennettii
590325,Telipogon glicensteinii
590326,Telipogon hartwegii
590328,Telipogon urceolatus
590329,Tolumnia arizajuliana
590330,Tolumnia gauntlettii
590331,Tolumnia guianensis
590332,Tolumnia guibertiana
590333,Tolumnia haitiensis
590335,Tolumnia prionochila
590336,Tolumnia quadriloba
590337,Tolumnia scandens
590338,Tolumnia sylvestris
590339,Tolumnia triquetra
590340,Tolumnia urophylla
590341,Trichocentrum bicallosum
590342,Trichocentrum cymbiglossum
590343,Trichocentrum flavovirens
590344,Trichocentrum margalefii
590345,Trichocentrum nanum
590346,Trichocentrum panduratum
590347,Trichocentrum pumilum
590348,Trichocentrum stramineum
590350,Trichopilia laxa
590351,Trichopilia leucoxantha
590352,Trichopilia suavis
590353,Vitekorchis lucasiana
590354,Warmingia eugenii
590355,Maxillaria stumpflei
590356,Stanhopea jenischiana
590483,Comparettia corydaloides
590484,Comparettia gentryi
590485,Comparettia hirtzii
590486,Comparettia jamiesonii
590487,Comparettia luerae
590488,Comparettia micrantha
590489,Comparettia ottonis
590490,Comparettia portillae
590491,Comparettia tungurahuae
590493,Gomesa barbaceniae
590494,Gomesa ciliata
590495,Gomesa cogniauxiana
590498,Gomesa forbesii
590499,Gomesa gardneri
590500,Gomesa gracilis
590501,Gomesa hookeri
590502,Gomesa imperatorismaximiliani
590503,Gomesa longipes
590504,Gomesa macronyx
590505,Gomesa macropetala
590506,Gomesa montana
590508,Gomesa praetexta
590509,Gomesa ranifera
590510,Gomesa spiloptera
590511,Gomesa varicosa
590512,Gomesa viperina
590513,Gomesa welteri
590515,Oncidium kegeljanii
590516,Oncidium auriculatoides
590517,Oncidium brevicorne
590518,Oncidium minaxoides
590519,Oncidium oxyceras
590520,Oncidium picturatissimum
590521,Oncidium weinmannianum
590522,Oncidium beyrodtioides
590747,Brassia forgetiana
590751,Gomesa handroi
590752,Grandiphyllum hians
590761,Oncidium boothianum
590764,Oncidium manuelariasii
590768,Oncidium schroederianum
590770,Oncidium tenuifolium
590774,Tolumnia hawkesiana
590775,Tolumnia lemoniana
590776,Tolumnia sasseri
590779,Trichocentrum longicalcaratum
590781,Trichocentrum oerstedii
591961,Changnienia amoena
626131,Cattleya colnagoi
626132,Cattleya conceicionensis
626133,Cattleya diamantinensis
626135,Cattleya kleberi
626136,Cattleya mirandae
626137,Cattleya pabstii
626138,Cattleya verboonenii
626139,Cattleya viridiflora
626143,Cattleya kautskyana
631449,Vanilla albida
631451,Vanilla siamensis
634095,Barkeria barkeriola
634096,Barkeria dorotheae
634097,Barkeria lindleyana
634098,Barkeria melanocaulon
634099,Barkeria naevosa
634100,Barkeria palmeri
634101,Barkeria scandens
634102,Barkeria shoemakeri
634103,Barkeria uniflora
634105,Epidendrum cardiochilum
634106,Epidendrum diffusum
634107,Epidendrum parkinsonianum
640487,Pecteilis susannae
642461,Cymbidium haematodes
643556,Paphiopedilum guangdongense
646075,Hexalectris arizonica
646076,Hexalectris brevicaulis
646077,Hexalectris colemanii
646078,Hexalectris nitida
646079,Hexalectris parviflora
646080,Hexalectris warnockii
646425,Caladenia argocalla
646426,Caladenia arenaria
646427,Caladenia australis
646428,Caladenia behrii
646429,Caladenia bicalliata
646430,Caladenia cardiochila
646431,Caladenia colorata
646432,Caladenia leptochila
646433,Caladenia minor
646434,Caladenia reticulata
646435,Caladenia rigida
646436,Caladenia sanguinea
646437,Caladenia stricta
646438,Caladenia tensa
651506,Aa calceata
651507,Aa leucantha
651508,Altensteinia virescens
651509,Chloraea reticulata
651510,Cranichis longipetiolata
651511,Microchilus arietinus
651512,Gomphichis crassilabia
651513,Gomphichis traceyae
651514,Gomphichis valida
651515,Kreodanthus simplex
651516,Myrosmodes nubigena
651517,Myrosmodes paludosa
651519,Ponthieva villosa
651520,Porphyrostachys parviflora
651522,Pterichis acuminata
651523,Sarcoglottis grandiflora
651524,Sauroglossum aurantiacum
651525,Sauroglossum corymbosum
651526,Stenoptera acuta
651528,Stenorrhynchos vaginatum
652492,Cypripedium micranthum
658257,Aeranthes strangulata
658259,Jumellea fragrans
659336,Rhynchostylis coelestis
665586,Gastrochilus calceolaris
666370,Aphyllorchis montana
667024,Epidendrum calanthum
667025,Epidendrum cochlidium
667026,Epidendrum cristatum
667027,Epidendrum denticulatum
667029,Epidendrum myrmecophorum
667031,Epidendrum saxatile
667032,Epidendrum smaragdinum
667033,Epidendrum xanthinum
667034,Aphyllorchis caudata
667035,Cephalanthera exigua
667037,Epipactis flava
669720,Neottia cordata
669886,Vanilla humblotii
669890,Vanilla dilloniana
669892,Vanilla odorata
669896,Vanilla madagascariensis
669901,Vanilla chamissonis
670670,Spathoglottis affinis
671528,Dendrobium pulchellum
672415,Caladenia arenicola
672416,Caladenia corynephora
672417,Caladenia drummondii
672418,Caladenia ferruginea
672419,Caladenia hirta
672421,Caladenia lobata
672423,Caladenia lorea
672424,Caladenia macrostylis
672425,Caladenia magniclavata
672426,Caladenia patersonii
672427,Caladenia pectinata
672428,Caladenia plicata
672429,Caladenia thinicola
672431,Pterostylis littoralis
672432,Pterostylis jonesii
672433,Pterostylis tenuis
672434,Pterostylis umbrina
672436,Pterostylis depauperata
672438,Cyanicula aperta
672439,Cyanicula caerulea
672829,Pterostylis brumalis
672830,Pterostylis coccina
672831,Caladenia chlorostyla
672835,Pterostylis agathicola
672836,Pterostylis micromega
672837,Pterostylis monticola
672838,Caladenia caesarea
672840,Pterostylis abrupta
672841,Pterostylis aestiva
672842,Pterostylis alobula
672843,Pterostylis alveata
672844,Pterostylis aspera
672845,Pterostylis atrans
672846,Pterostylis dolichochila
672847,Pterostylis longicurva
672848,Pterostylis longipetala
672849,Pterostylis obtusa
672850,Pterostylis reflexa
672851,Pterostylis revoluta
672852,Pterostylis robusta
672853,Pterostylis rogersii
672854,Pterostylis scabra
672855,Pterostylis tenuissima
672856,Pterostylis torquata
672857,Pterostylis trullifolia
672858,Eriochilus petricola
672859,Pterostylis clivicola
672861,Pterostylis rubenachii
672862,Pterostylis tanypoda
672863,Caladenia capillata
672864,Caladenia multiclavia
672865,Caladenia polychroma
672866,Caladenia roei
672869,Pterostylis nana
672870,Pterostylis puberula
672871,Pterostylis timorensis
672872,Pterostylis aciculiformis
672875,Pterostylis basaltica
672876,Pterostylis chaetophora
672877,Pterostylis frenchii
672878,Pterostylis gibbosa
672879,Pterostylis hamata
672880,Pterostylis leptochila
672881,Pterostylis macrocalymma
672882,Pterostylis mitchellii
672883,Pterostylis pusilla
672884,Pterostylis roensis
672885,Pterostylis squamata
672886,Pterostylis woollsii
672887,Pterostylis xerophila
672888,Caladenia fuscata
672889,Caladenia mentiens
672890,Caladenia vulgaris
672891,Pterostylis barbata
672892,Pterostylis alpina
672893,Pterostylis areolata
672894,Pterostylis auriculata
672895,Pterostylis bureaviana
672896,Pterostylis cardiostigma
672897,Pterostylis cernua
672898,Pterostylis erecta
672900,Pterostylis hispidula
672901,Pterostylis humilis
672902,Pterostylis irsoniana
672903,Pterostylis irwinii
672906,Pterostylis paludosa
672907,Pterostylis papuana
672908,Pterostylis patens
672909,Pterostylis porrecta
672910,Pterostylis procera
672911,Pterostylis silvicultrix
672912,Pterostylis stricta
672913,Pterostylis venosa
672914,Pterostylis multiflora
672915,Pterostylis rubescens
672916,Caladenia gracilis
672917,Pterostylis splendens
672918,Pterostylis tenuicauda
672934,Pterostylis montana
673071,Pterostylis mystacina
673073,Pterostylis acuminata
673185,Calanthe discolor
676118,Caladenia pendens
676132,Pterostylis exserta
676133,Caladenia parva
676134,Caladenia serotina
679630,Phaius flavus
679631,Phaius mishmensis
679632,Phaius takeoi
683194,Cephalanthera nanchuanica
683359,Eurystyles cornu bovis
683361,Hapalorchis lineatus
683362,Lankesterella ceracifolia
685927,Pterostylis brevichila
685928,Caladenia microchila
685934,Caladenia applanata
687580,Adrorhizon purpurascens
687581,Bromheadia srilankensis
687582,Polystachya adansoniae
687585,Polystachya affinis
687586,Polystachya albescens
687588,Polystachya alpina
687589,Polystachya anceps
687590,Polystachya bella
687591,Polystachya bennettiana
687592,Polystachya bicalcarata
687593,Polystachya bicarinata
687594,Polystachya bifida
687595,Polystachya caespitifica
687597,Polystachya calluniflora
687598,Polystachya caloglossa
687599,Polystachya campyloglossa
687601,Polystachya rosea
687603,Polystachya clareae
687604,Polystachya confusa
687605,Polystachya coriscensis
687606,Polystachya cornigera
687607,Polystachya cultriformis
687608,Polystachya dendrobiiflora
687609,Polystachya dolichophylla
687610,Polystachya elegans
687611,Polystachya eurychila
687612,Polystachya eurygnatha
687613,Polystachya fallax
687614,Polystachya fischeri
687615,Polystachya foliosa
687616,Polystachya fulvilabia
687617,Polystachya fusiformis
687618,Polystachya goetzeana
687619,Polystachya golungensis
687620,Polystachya henrici
687621,Polystachya holstii
687622,Polystachya humbertii
687623,Polystachya johnstonii
687624,Polystachya kermesina
687625,Polystachya laurentii
687626,Polystachya lawrenceana
687627,Polystachya laxiflora
687628,Polystachya lindblomii
687629,Polystachya maculata
687630,Polystachya melanantha
687631,Polystachya melliodora
687632,Polystachya nyanzensis
687633,Polystachya odorata
687634,Polystachya oreocharis
687635,Polystachya pachychila
687636,Polystachya paniculata
687637,Polystachya piersii
687638,Polystachya pinicola
687639,Polystachya poikilantha
687641,Polystachya polychaete
687642,Polystachya purpureobracteata
687643,Polystachya ramulosa
687644,Polystachya rhodoptera
687645,Polystachya seticaulis
687646,Polystachya setifera
687647,Polystachya spatella
687648,Polystachya steudneri
687649,Polystachya supfiana
687650,Polystachya tenella
687651,Polystachya tenuissima
687652,Polystachya thomensis
687653,Polystachya transvaalensis
687654,Polystachya tsaratananae
687655,Polystachya tsinjoarivensis
687656,Polystachya undulata
687657,Polystachya vaginata
687658,Polystachya villosa
687659,Polystachya virescens
687660,Polystachya virginea
687661,Polystachya vulcanica
687663,Polystachya zambesiaca
687665,Polystachya monophylla
689843,Pterygodium vermiferum
694408,Camaridium soconuscanum
694409,Maxillaria canarina
694411,Ornithidium donaldeedodii
701237,Sotoa confusa
701239,Schiedeella crenulata
701240,Deiregyne rhombilabia
701241,Deiregyne albovaginata
701242,Deiregyne falcata
701243,Deiregyne pseudopyramidalis
701244,Deiregyne eriophora
701246,Deiregyne densiflora
703551,Galeoglossum cactorum
707307,Ponerorchis chusua
707308,Galearis spathulata
707309,Neottia acuminata
707310,Neottia listeroides
707311,Calanthe delavayi
707312,Platanthera minutiflora
707313,Tipularia szechuanica
707314,Huttonaea fimbriata
707315,Huttonaea oreophila
707316,Huttonaea pulchra
742058,Gastrochilus acaulis
749264,Bipinnula fimbriata
749266,Chloraea alpina
749267,Chloraea chica
749268,Chloraea cylindrostachya
749269,Chloraea longipetala
749270,Chloraea membranacea
749271,Chloraea philippii
749272,Chloraea praecincta
749273,Cyclopogon elatus
749274,Gavilea araucana
749275,Gavilea glandulifera
749276,Gavilea littoralis
749277,Gavilea odoratissima
749278,Gavilea venosa
749280,Bipinnula penicillata
749281,Habenaria hexaptera
749282,Habenaria hieronymi
749285,Pelexia bonariensis
749286,Ponthieva mandonii
749320,Arachnis labrosa
749322,Papilionanthe vandarum
749323,Vanda alpina
749324,Vanda griffithii
749326,Vanda stangeana
749327,Vanda testacea
752253,Cypripedium tibeticum
762807,Goodyera rosulacea
763061,Goodyera biflora
763989,Cymbidium munroanum
763990,Cymbidium roseum
764338,Dendrobium affine
764339,Spathoglottis aurea
764340,Spathoglottis gracilis
764341,Spathoglottis kimballiana
764343,Spathoglottis microchilina
764344,Spathoglottis unguiculata
764345,Spathoglottis vanoverberghii
767532,Bulbophyllum adiamantinum
767534,Bulbophyllum atropurpureum
767535,Bulbophyllum bidentatum
767536,Bulbophyllum boudetianum
767537,Bulbophyllum campos portoi
767538,Bulbophyllum cantagallense
767539,Bulbophyllum carassense
767540,Bulbophyllum chloroglossum
767541,Bulbophyllum ciluliae
767542,Bulbophyllum cirrhosum
767543,Bulbophyllum epiphytum
767544,Bulbophyllum exaltatum
767545,Bulbophyllum filifolium
767546,Bulbophyllum gladiatum
767547,Bulbophyllum hoehnei
767548,Bulbophyllum insectiferum
767549,Bulbophyllum kautskyi
767550,Bulbophyllum malachadenia
767551,Bulbophyllum manarae
767552,Bulbophyllum melloi
767553,Bulbophyllum mentosum
767554,Bulbophyllum meridense
767555,Bulbophyllum micranthum
767556,Bulbophyllum micropetaliforme
767557,Bulbophyllum mucronifolium
767558,Bulbophyllum nagelii
767559,Bulbophyllum napellii
767560,Bulbophyllum perii
767561,Bulbophyllum regnellii
767562,Bulbophyllum rupicola
767563,Bulbophyllum setigerum
767564,Bulbophyllum steyermarkii
767565,Bulbophyllum teimosense
767566,Bulbophyllum tripetalum
767567,Bulbophyllum weddellii
767670,Nothostele acianthiformis
796457,Schizochilus flexuosus
796459,Pilophyllum villosum
796464,Plectorrhiza tridentata
796466,Sarcanthopsis hansemannii
796478,Hetaeria heterosepala
796480,Aspidogyne stigmatoptera
796482,Macodes petola
796484,Herminium pusillum
796486,Arnottia mauritiana
796488,Platanthera urceolata
796490,Physoceras boryanum
796496,Cuitlauzina pygmaea
796504,Hederorkis scandens
796787,Tylostigma perrieri
796843,Papilionanthe uniflora
796845,Parapteroceras quisumbingii
796853,Trichotosia uniflora
796854,Ponerorchis tetraloba
796880,Hemipilia flabellata
796889,Gongora nigropunctata
797163,Robiquetia bertholdii
798529,Goodyera foliosa
798532,Goodyera hachijoensis
798534,Goodyera oblongifolia
798535,Goodyera pendula
798536,Goodyera procera
798537,Goodyera tesselata
798538,Zeuxine agyokuana
798539,Rhomboda cristata
814926,Cephalanthera erecta
814928,Cephalanthera falcata
858587,Jumellea rossii
858887,Epipactis purpurata
858932,Dendrobium scoriarum
859504,Dendrobium amoenum
859505,Dendrobium aqueum
859506,Dendrobium barbatulum
859507,Dendrobium bensoniae
859508,Dendrobium bicameratum
859510,Dendrobium herbaceum
859511,Dendrobium infundibulum
859512,Dendrobium macrostachyum
859513,Dendrobium microbulbon
859515,Dendrobium ochreatum
859516,Dendrobium ovatum
859517,Dendrobium peguanum
861222,Stenorrhynchos albidomaculatum
861223,Dichromanthus yucundaa
861273,Pholidota articulata
862842,Aspidogyne tuerckheimii
862844,Bletia patula
862845,Bletilla ochracea
862846,Dendrobium hispidum
862847,Calanthe cleistogama
862850,Collabium nebulosum
862851,Corymborkis corymbis
862852,Cyclopogon congestus
862854,Dendrochilum wenzelii
862856,Gastrodia confusa
862857,Graphorkis concolor
862858,Grosourdya appendiculata
862859,Holothrix orthoceras
862862,Malleola culicifera
862863,Microtis media
862864,Nervilia kotschyi
862865,Gomesa uniflora
862866,Oreorchis foliosa
862867,Oreorchis nana
862868,Fernandezia squarrosa
862871,Paphinia herrerae
862872,Phragmipedium reticulatum
862878,Spathoglottis petri
862879,Thecostele secunda
862880,Vanda merrillii
862881,Warrea costaricensis
880448,Elleanthus amethystinoides
880449,Elleanthus amethystinus
880450,Elleanthus aureus
880451,Elleanthus bifarius
880452,Elleanthus capitatus
880455,Elleanthus lateralis
880456,Elleanthus myrosmatis
880457,Elleanthus purpureus
880458,Elleanthus tonduzii
880460,Sobralia atropubescens
880461,Sobralia candida
880464,Brasolia altissima
880466,Brasolia dichotoma
880467,Brasolia dorbignyana
880468,Sobralia fimbriata
880469,Sobralia gentryi
880470,Sobralia gloriana
880471,Brasolia hirtzii
880472,Brasolia kermesina
880473,Sobralia klotzscheana
880474,Sobralia lindleyana
880475,Sobralia portillae
880476,Sobralia virginalis
880477,Sobralia yauaperyensis
903986,Pterostylis macrosepala
906670,Dendrobium signatum
906672,Dendrobium cumulatum
906677,Dendrobium alaticaulinum
906678,Dendrobium amabile
906679,Dendrobium annae
906680,Dendrobium aphanochilum
906681,Dendrobium aphrodite
906682,Dendrobium atavus
906683,Dendrobium auriculatum
906684,Dendrobium austrocaledonicum
906685,Dendrobium bifarium
906686,Dendrobium bifurcatum
906688,Dendrobium calcaratum
906689,Dendrobium catenatum
906698,Dendrobium chrysocrepis
906701,Dendrobium cruentum
906704,Dendrobium cuthbertsonii
906763,Dendrobium delacourii
906764,Dendrobium denudans
906766,Dendrobium diodon
906767,Dendrobium distichum
906768,Dendrobium eriiflorum
906769,Dendrobium eserre
906772,Dendrobium furcatum
906773,Dendrobium fytchianum
906774,Dendrobium gregulus
906775,Dendrobium griffithianum
906776,Dendrobium guibertii
906777,Dendrobium hasseltii
906778,Dendrobium hemimelanoglossum
906780,Dendrobium hookerianum
906781,Dendrobium hymenanthum
906782,Dendrobium intricatum
906783,Dendrobium jacobsonii
906784,Dendrobium kentrophyllum
906785,Dendrobium kontumense
906786,Dendrobium laevifolium
906797,Dendrobium linguella
906798,Dendrobium lobbii
906799,Dendrobium lowii
906800,Dendrobium luteolum
906801,Dendrobium maccarthiae
906802,Dendrobium masarangense
906804,Dendrobium melanostictum
906805,Dendrobium melinanthum
906806,Dendrobium microglaphys
906807,Dendrobium nemorale
906809,Dendrobium okinawense
906810,Dendrobium pachyglossum
906811,Dendrobium pachyphyllum
906812,Dendrobium parcum
906813,Dendrobium parthenium
906847,Dendrobium platygastrium
906848,Dendrobium polyanthum
906849,Dendrobium porphyrochilum
906850,Dendrobium praecinctum
906851,Dendrobium prianganense
906852,Dendrobium profusum
906853,Dendrobium rarum
906854,Dendrobium regium
906855,Dendrobium rhombeum
906856,Dendrobium roseiodorum
906857,Dendrobium roseipes
906864,Dendrobium rosellum
906865,Dendrobium ruckeri
906866,Dendrobium sanderae
906869,Dendrobium schuetzei
906870,Dendrobium singkawangense
906871,Dendrobium speckmaieri
906872,Dendrobium spectatissimum
906873,Dendrobium stockeri
906875,Dendrobium sutepense
906876,Dendrobium suzukii
906877,Dendrobium tobaense
906878,Dendrobium transparens
906879,Dendrobium trichostomum
906880,Dendrobium unicum
906881,Dendrobium uniflorum
906882,Dendrobium ypsilon
907885,Dendrobium calceolum
907886,Dendrobium ephemerum
907887,Dendrobium lamyaiae
907949,Acriopsis indica
907950,Bulbophyllum morphologorum
907951,Bulbophyllum nipondhii
907952,Cleisostoma birmanicum
907953,Coelogyne cumingii
907954,Coelogyne tenasserimensis
907955,Gastrochilus bellinus
907956,Luisia thailandica
907957,Panisea uniflora
907959,Sarcoglyphis mirabilis
908008,Dendrobium crocatum
909499,Paphiopedilum sugiyamanum
910410,Dendrobium braianense
915446,Lecanorchis flavicans
915449,Lecanorchis japonica
915453,Lecanorchis kiusiana
